Key,Item Type,Publication Year,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Status,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\DAMZDQVJ\7987186.html,,,cloud computing; learning (artificial intelligence); Machine learning algorithms; Cloud computing; Machine Learning; Virtual machine monitors; Feature extraction; virtual machines; network traffic; Computer crime; computer network security; Cloud Computing; Cloud Provider; cloud server hypervisor; DDOS attack; denial of service attacks; machine learning based DDoS attack detection; network packages; network security; Servers; statistical analysis; statistical information; telecommunication computing; Virtual Machine Monitor; Virtual machining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE 4th International Conference on Cyber Security and Cloud Computing (CSCloud),,,,,,,,,,,,,,,
,conferencePaper,2014,,Preventing the Mistraining of Anomaly-Based IDSs through Ensemble Systems,2014 IEEE World Congress on Services,,,10.1109/SERVICES.2014.21,,"The security of cloud networks is heavily contingent upon their ability to detect incoming attacks. An Intrusion Detection System (IDS) monitors a network for precisely this purpose. IDSs fall into one of two categories: signature-based and anomaly-based IDSs. Whereas signature-based IDSs rely upon pre-programmed matching rules designed by security experts and are therefore limited to pre-existing attacks in their coverage, anomaly-based IDSs attempt to identify normal and abnormal traffic, generally using machine learning, and therefore hold the promise of being able to identify novel attacks. Anomaly-based IDSs can be divided into IDSs that are trained online and IDSs that are trained offline. While IDSs that are trained online allow greater flexibility, such IDSs could be trained by an adversary to allow specific attacks. This work-in-progress paper proposes a methodology for protecting against the mistraining of an IDS trained online. Two IDSs begin with identical rule sets, but one is allowed to adjust its data to include online data while the other remains static. Both systems can report anomalies, and if the online IDS attempts to let through too much that the offline IDS does not, the decision boundaries of the online IDS are adjusted as a safeguard against mistraining. An experiment for testing the approach is proposed.",2014-06,2019-07-19 1:37:50,2019-07-19 1:37:50,,66-68,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\VHHJN845\6903245.html,,,cloud computing; Machine learning algorithms; Intrusion detection; Training; machine learning algorithms; intrusion detection; anomaly-based IDS; cloud networks; digital signatures; Educational institutions; ensemble systems; information security; intrusion detection system; security; signature-based IDS; Training data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014 IEEE World Congress on Services,,,,,,,,,,,,,,,
,conferencePaper,2016,,Securing Virtual Machines from Anomalies Using Program-Behavior Analysis in Cloud Environment,2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS),,,10.1109/HPCC-SmartCity-DSS.2016.0141,,"Cloud Computing is the key technology of today's cyber world which provides online provisioning of resources on demand and pay per use basis. Malware attacks such as virus, worm and rootkits etc. are some threats to virtual machines (VMs) in cloud environment. In this paper, we present a system call analysis approach to detect malware attacks which maliciously affect the legitimate programs running in Virtual Machines (VMs) and modify their behavior. Our approach is named as 'Malicious System Call Sequence Detection (MSCSD)' which is based on analysis of short sequence of system calls (n-grams). MSCSD employs an efficient feature representation method for system call patterns to improve the accuracy of attack detection and reduce the cost of storage with reduced false positives. MSCSD applies Machine Learning (Decision Tree C 4.5) over the collected n-gram patterns for learning the behavior of monitored programs and detecting malicious system call patterns in future. We have analyzed the performance of some other classifiers and compared our work with the existing work for securing virtual machine in cloud. A prototype implementation of the approach is carried out over UNM dataset and results seem to be promising.",2016-12,2019-07-19 1:37:50,2019-07-19 1:37:50,,991-998,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\KLJU5GPD\7828482.html,,,cloud computing; invasive software; learning (artificial intelligence); machine learning; Malware; Cloud computing; Machine Learning; Monitoring; Security; Virtual machine monitors; virtual machines; Virtual machining; decision trees; cloud environment; Databases; Cloud Security; Intrusion Detection; Anomaly Detection; decision tree C 4.5; malicious system call sequence detection; malware attacks; MSCSD; n-gram patterns; pattern recognition; program diagnostics; program-behavior analysis; System call Analysis; systems call analysis; virtual machine security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\GU85UMJL\7389649.html,,,cloud computing; security of data; unsupervised learning; Cloud computing; Data models; anomaly detection; pattern clustering; firewalls; Algorithm design and analysis; machine learning algorithms; Adaptation models; Cloud Computing; decision trees; Decision trees; cloud environment; Clustering algorithms; Intrusion Detection System; adaptive network intrusion detection approach; attack signatures; DARPA 2000 data set; data mining algorithms; Decision Tree; decision tree-based detection model; Detectors; Internet attacks; KDD Cup 1999 data set; malicious flow; network intrusion systems; spectral clustering; Spectral Clustering; unlabeled data; unsupervised learning algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 International Carnahan Conference on Security Technology (ICCST),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\QAL3I2V3\8261188.html,,,deep learning; cloud computing; learning (artificial intelligence); Mobile communication; mobile computing; smart phones; Data models; Machine learning; big data; Servers; mobile cloud computing; Mobile handsets; object detection; neural nets; computer vision; computing power; Deep Neural Network; distributed scheduling; DNN model training; Load modeling; mobile devices; model scheduling algorithm; object detection system; real-time systems; scheduling; smartphones; Streaming media; video processing; video signal processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 17th International Symposium on Communications and Information Technologies (ISCIT),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\PMT98D6L\8634751.html,,,cloud computing; mobile computing; Cloud computing; Machine Learning; Cloud; object detection; Surveillance; Streaming media; Bird Eyes; Birds; Cameras; cloud-based object detection system; customisable surveillance; Customisation; event detection; Hardware; Object detection; Object Detection; phones; surveillance systems; video streaming; video surveillance; Video Surveillance; YOLO; You Only Look Once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 International Conference on Image and Vision Computing New Zealand (IVCNZ),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\7TDPVYEF\8745874.html,,,Cloud computing; Intrusion detection; Machine learning; big data; Big Data; Authentication; intrusion detection system; Data privacy; intrusion prevention system; security of big data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 Fifth International Conference on Parallel, Distributed and Grid Computing (PDGC)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\MPMYF7XV\8458466.html; C:\Users\mathe\Zotero\storage\FFN57R4Q\Gao et al. - 2018 - A Novel Semi-Supervised Learning Approach for Netw.pdf,,,cloud computing; security of data; unsupervised learning; Data models; Intrusion detection; pattern classification; data mining; data analysis; supervised learning; artificial intelligence (AI); artificial intelligence techniques; cloud-based robotic system; clouds; control engineering computing; data safety; ensemble learning; ensemble system; fuzziness-based method; intelligent NIDS; machine learning techniques; network intrusion detection system; novel fuzziness-based; NSL-KDD data set; robotic system; robots; Robots; semi-supervised learning; Semisupervised learning; semisupervised learning approach; Supervised learning; supervised parts; Unsupervised learning; unsupervised parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\HE9DQTRS\7943121.html,,,learning (artificial intelligence); security of data; Cloud computing; pattern classification; data mining; network security; feature selection; machine learning techniques; Intrusion Detection; Anomaly Detection; data mining classifier; Data science; DVD; feature selection task; genetic algorithms; genetic programming; Genetic Programming and K-NN; Handheld computers; intrusion detection model; k-nearest neighbour classifier; KDD cup 99; Misuse Detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017 7th International Conference on Cloud Computing, Data Science Engineering - Confluence",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\7AVCL47R\8765599.html,,,Classification algorithms; Machine learning; Apache Hadoop; Apache Spark; Cloud Computing.; DDoS Attack; DDoS Detection; Fuzzy logic system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\FL9RW6J7\8668180.html,,,cloud computing; learning (artificial intelligence); machine learning; mobile computing; Internet of Things; intelligent transportation systems; Handheld computers; accident hot spots; cloud technology; emergency communication system; emergency services; intelligent crash detection; road accidents; road safety; road vehicles; two-wheeler; vehicular on board accident detection system; wheels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 International Conference on Communication, Computing and Internet of Things (IC3IoT)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\ARMIFJ8S\8411437.html; C:\Users\mathe\Zotero\storage\QU825IRL\Alhussein e Muhammad - 2018 - Voice Pathology Detection Using Deep Learning on M.pdf,,,deep learning; learning (artificial intelligence); mobile computing; Cloud computing; Feature extraction; Machine learning; cloud; Servers; Databases; edge computing; health care; Internet of Things; Medical services; CaffeNet models; CNN models; convolution; convolutional neural network; data processing; deep learning approach; feedforward neural nets; machine learning domain; Mobile multimedia healthcare; mobile multimedia healthcare framework; Pathology; Saarbrucken voice database; Saarbrucken voice disorder database; smart mobile devices; speech processing; transfer learning technique; VGG models; voice pathology detection; voice pathology detection system; voice signals; wireless communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\M8UZFX9W\8672274.html,,,security of data; Feature extraction; IP networks; Machine learning; Servers; telecommunication traffic; Internet; Uniform resource locators; real-time systems; back-end malicious URL detection system; Browsers; communication technologies; content analysis; filtering; global Internet traffic; information filtering; large-scale networks; large-scale real-time networks; lightweight real-time malicious URL filtering system; MalFilter; malicious; malicious URL detection systems; malicious URL detection technologies; Real-time systems; telecommunication security; traffic; URL; Web content analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 IEEE Intl Conf on Parallel Distributed Processing with Applications, Ubiquitous Computing Communications, Big Data Cloud Computing, Social Computing Networking, Sustainable Computing Communications (ISPA/IUCC/BDCloud/SocialCom/SustainCom)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\6HVGEKMG\8675527.html,,,machine learning; Cloud computing; Monitoring; Virtual machine monitors; Intrusion detection; Bayes methods; intrusion detection; Adversarial artificial intelligence; data-driven optimization; game theory; Games; honeypots; Moving Target Defense (MTD); security risk assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\SJVVALLP\8064157.html,,,learning (artificial intelligence); security of data; Measurement; Feature extraction; pattern classification; Support vector machines; machine learning techniques; automated detection system; Boosting; Conferences; cybersecurity solutions; data imbalance; HTML; hypermedia markup languages; malicious HTML file detection; Robustness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 IEEE 2nd International Workshops on Foundations and Applications of Self* Systems (FAS*W),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\5D3595WR\8710319.html,,,cloud computing; Cloud computing; Big Data; Internet of Things; Computer architecture; Real-time systems; Big data analytics; Ecosystems; fault detection; Industry 4.0; Manufacturing; manufacturing ecosystem; predictive maintenance; Predictive maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\mathe\Zotero\storage\BH87P4GA\8391737.html,,,cloud computing; learning (artificial intelligence); mobile computing; computer network security; Wireless sensor networks; Internet of Things; protocols; data privacy; Activity recognition; ambient sensors; Channel state information (CSI); channel state information measurements; cloud server; device-free occupant activity sensing; emerging applications; home automation; home computing; human activity recognition; human behavior analysis; innovative activity recognition system; intelligent occupancy sensing; lightweight communication protocol; occupancy detection system; occupancy sensing; off-the-shelf WiFi routers; Performance evaluation; security surveillance; smart homes; video camera; wearable devices; WiFi; WiFi-enabled Internet of Things platform; WiFi-enabled IoT devices; Wireless communication; Wireless fidelity; wireless LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScienceDirect,,,,C:\Users\mathe\Zotero\storage\SNF7RZQ4\S0045790617320724.html,,,Cloud computing; Virtualization; Crypto-cloud; Issues in cloud; Security challenges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScienceDirect,,,,C:\Users\mathe\Zotero\storage\I2G45PV7\S0167404819301221.html,,,Cloud computing; Genetic algorithm; Deep Neural Network; CICIDS dataset 2017; CIDDS-001 dataset; Network intrusion detection system; NSL-KDD dataset; Simulated Annealing Algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
